?company,?companyLabel
<http://www.wikidata.org/entity/Q22132059>,"""Sdt.net""@de"
<http://www.wikidata.org/entity/Q2261819>,"""Sdr+""@de"
<http://www.wikidata.org/entity/Q28484709>,"""S Direkt""@de"
<http://www.wikidata.org/entity/Q62631108>,"""Scripta Mercaturae Verlag""@de"
<http://www.wikidata.org/entity/Q15847002>,"""Scoyo""@de"
<http://www.wikidata.org/entity/Q61235194>,"""Scoventa Verlag""@de"
<http://www.wikidata.org/entity/Q2261455>,"""Scout24 SE""@de"
<http://www.wikidata.org/entity/Q22674690>,"""Scotia Filmverleih""@de"
<http://www.wikidata.org/entity/Q51322107>,"""Scotch Universe""@de"
<http://www.wikidata.org/entity/Q2260659>,"""Scotch-Club""@de"
<http://www.wikidata.org/entity/Q2260545>,"""Score (Tankstelle)""@de"
<http://www.wikidata.org/entity/Q28382662>,"""Score Media Group""@de"
<http://www.wikidata.org/entity/Q116998326>,"""Scopas Medien""@de"
<http://www.wikidata.org/entity/Q2260475>,"""Sconto Möbel""@de"
<http://www.wikidata.org/entity/Q81122682>,"""Sconto Europa""@de"
<http://www.wikidata.org/entity/Q295990>,"""Scolix""@de"
<http://www.wikidata.org/entity/Q295990>,"""Scolix""@de"
<http://www.wikidata.org/entity/Q1520015>,"""Scoach""@de"
<http://www.wikidata.org/entity/Q1520015>,"""Scoach""@de"
<http://www.wikidata.org/entity/Q15843542>,"""SCM-Verlag""@de"
<http://www.wikidata.org/entity/Q1692694>,"""SCM R. Brockhaus""@de"
<http://www.wikidata.org/entity/Q1692694>,"""SCM R. Brockhaus""@de"
<http://www.wikidata.org/entity/Q2205338>,"""SCM Bundes-Verlag""@de"
<http://www.wikidata.org/entity/Q15846921>,"""Schypke Fleischwaren""@de"
<http://www.wikidata.org/entity/Q2258139>,"""Schwörer Haus""@de"
<http://www.wikidata.org/entity/Q2258139>,"""Schwörer Haus""@de"
<http://www.wikidata.org/entity/Q2257768>,"""Schwing Stetter""@de"
<http://www.wikidata.org/entity/Q1237153>,"""Schwing""@de"
<http://www.wikidata.org/entity/Q2257738>,"""Schwind eye-tech-solutions""@de"
<http://www.wikidata.org/entity/Q2257166>,"""Schwermer Dietrich Stiel""@de"
<http://www.wikidata.org/entity/Q2257159>,"""Schwermaschinenbau-Kombinat „Ernst Thälmann“""@de"
<http://www.wikidata.org/entity/Q2257159>,"""Schwermaschinenbau-Kombinat „Ernst Thälmann“""@de"
<http://www.wikidata.org/entity/Q15128063>,"""Schwering & Hasse Elektrodraht""@de"
<http://www.wikidata.org/entity/Q17326128>,"""Schwer Fittings""@de"
<http://www.wikidata.org/entity/Q1287444>,"""Schwenk Zement""@de"
<http://www.wikidata.org/entity/Q1287444>,"""Schwenk Zement""@de"
<http://www.wikidata.org/entity/Q76620559>,"""Schwenk & Seggelke""@de"
<http://www.wikidata.org/entity/Q76620559>,"""Schwenk & Seggelke""@de"
<http://www.wikidata.org/entity/Q17591902>,"""Schwenk Putztechnik""@de"
<http://www.wikidata.org/entity/Q22674688>,"""Schwemann & Stücke""@de"
<http://www.wikidata.org/entity/Q103023315>,"""Schwelmer Eisenwerk Müller & Co.""@de"
<http://www.wikidata.org/entity/Q113042332>,"""Schweizer Electronic""@de"
<http://www.wikidata.org/entity/Q15846852>,"""Schweizer Electronic""@de"
<http://www.wikidata.org/entity/Q107103107>,"""Schweitzer & Oppler""@de"
<http://www.wikidata.org/entity/Q1247187>,"""Schweitzer Fachinformationen""@de"
<http://www.wikidata.org/entity/Q2255357>,"""Schweers + Wall""@de"
<http://www.wikidata.org/entity/Q2255357>,"""Schweers + Wall""@de"
<http://www.wikidata.org/entity/Q56810479>,"""Schweerbau""@de"
<http://www.wikidata.org/entity/Q107102812>,"""Schwedter Hagel- und Feuer Versicherungs-Gesellschaft a.G.""@de"
<http://www.wikidata.org/entity/Q1441291>,"""Schwarzwaldmilch""@de"
<http://www.wikidata.org/entity/Q2254434>,"""Schwarzwald-Baar Klinikum Villingen-Schwenningen""@de"
<http://www.wikidata.org/entity/Q21193156>,"""Schwarz Unternehmenstreuhand""@de"
<http://www.wikidata.org/entity/Q1527362>,"""Schwarz Pharma""@de"
<http://www.wikidata.org/entity/Q2254268>,"""Schwarzkopf & Schwarzkopf Verlag""@de"
<http://www.wikidata.org/entity/Q2254268>,"""Schwarzkopf & Schwarzkopf Verlag""@de"
<http://www.wikidata.org/entity/Q2254278>,"""Schwarzkopf GmbH""@de"
<http://www.wikidata.org/entity/Q712034>,"""Schwarz-Gruppe""@de"
<http://www.wikidata.org/entity/Q712034>,"""Schwarz-Gruppe""@de"
<http://www.wikidata.org/entity/Q24025192>,"""Schwarze Sheriffs""@de"
<http://www.wikidata.org/entity/Q2254098>,"""Schwarzer Turm (Verlag)""@de"
<http://www.wikidata.org/entity/Q2254098>,"""Schwarzer Turm (Verlag)""@de"
<http://www.wikidata.org/entity/Q1700843>,"""Schwarzer Reise- und Verkehrsbüro""@de"
<http://www.wikidata.org/entity/Q830201>,"""Schwarzer Bock""@de"
<http://www.wikidata.org/entity/Q2800096>,"""Schwarzbräu""@de"
<http://www.wikidata.org/entity/Q2253304>,"""Schwartzkopff TV-Productions""@de"
<http://www.wikidata.org/entity/Q2253243>,"""Schwartauer Werke""@de"
<http://www.wikidata.org/entity/Q688941>,"""Schwan-Stabilo""@de"
<http://www.wikidata.org/entity/Q688941>,"""Schwan-Stabilo""@de"
<http://www.wikidata.org/entity/Q55184640>,"""Schwanhäußer""@de"
<http://www.wikidata.org/entity/Q15846916>,"""Schwälbchen Molkerei""@de"
<http://www.wikidata.org/entity/Q2252487>,"""Schwab Versand""@de"
<http://www.wikidata.org/entity/Q2257973>,"""Schwäbisch Hall Kreditservice""@de"
<http://www.wikidata.org/entity/Q107102927>,"""Schwäbische Zellstoff-AG""@de"
<http://www.wikidata.org/entity/Q2258020>,"""Schwäbische Zeitung""@de"
<http://www.wikidata.org/entity/Q2258020>,"""Schwäbische Zeitung""@de"
<http://www.wikidata.org/entity/Q15846915>,"""Schwäbische Werkzeugmaschinen""@de"
<http://www.wikidata.org/entity/Q107177352>,"""Schwäbische Versicherungs-AG""@de"
<http://www.wikidata.org/entity/Q107174051>,"""Schwäbische Textilwerke""@de"
<http://www.wikidata.org/entity/Q2258054>,"""Schwäbischer Verlag""@de"
<http://www.wikidata.org/entity/Q2258004>,"""Schwäbische Hüttenwerke""@de"
<http://www.wikidata.org/entity/Q2257984>,"""Schwäbische Bank""@de"
<http://www.wikidata.org/entity/Q104903413>,"""Schwäbische Alb-Bahn""@de"
<http://www.wikidata.org/entity/Q20926419>,"""Schwabenmalz""@de"
<http://www.wikidata.org/entity/Q2252562>,"""Schwaben Bräu""@de"
<http://www.wikidata.org/entity/Q2259967>,"""Schütz Werke""@de"
<http://www.wikidata.org/entity/Q2259954>,"""Schüttoff""@de"
<http://www.wikidata.org/entity/Q314302>,"""Schütte-Lanz""@de"
<http://www.wikidata.org/entity/Q314302>,"""Schütte-Lanz""@de"
<http://www.wikidata.org/entity/Q106656908>,"""Schütt""@de"
<http://www.wikidata.org/entity/Q106656908>,"""Schütt""@de"
<http://www.wikidata.org/entity/Q55276498>,"""Schuster & Sohn""@de"
<http://www.wikidata.org/entity/Q113317787>,"""SCHUSTER Klima Lüftung GmbH & Co. KG""@de"
<http://www.wikidata.org/entity/Q107138968>,"""Schusterinsel AG Färberei-Druckerei""@de"
<http://www.wikidata.org/entity/Q30291788>,"""Schüßler-Plan""@de"
<http://www.wikidata.org/entity/Q47469528>,"""Schüßler-Plan""@de"
<http://www.wikidata.org/entity/Q111782472>,"""Schüßler GmbH""@de"
<http://www.wikidata.org/entity/Q19308906>,"""SchürmannSpannel""@de"
<http://www.wikidata.org/entity/Q108283360>,"""Schüren Verlag""@de"
<http://www.wikidata.org/entity/Q109560416>,"""Schupp und Kremmer""@de"
<http://www.wikidata.org/entity/Q109560416>,"""Schupp und Kremmer""@de"
<http://www.wikidata.org/entity/Q4049137>,"""Schunk Sintermetalltechnik GmbH""@de"
<http://www.wikidata.org/entity/Q744115>,"""Schunk Group""@de"
<http://www.wikidata.org/entity/Q2251903>,"""Schunk GmbH & Co. KG""@de"
<http://www.wikidata.org/entity/Q2259775>,"""Schünemann Verlag""@de"
<http://www.wikidata.org/entity/Q2259775>,"""Schünemann Verlag""@de"
<http://www.wikidata.org/entity/Q15846763>,"""Schum EuroShop""@de"
<http://www.wikidata.org/entity/Q15846763>,"""Schum EuroShop""@de"
<http://www.wikidata.org/entity/Q2251824>,"""Schumag""@de"
<http://www.wikidata.org/entity/Q2251822>,"""Schumacher Packaging""@de"
<http://www.wikidata.org/entity/Q28918983>,"""Schulz Systemtechnik""@de"
<http://www.wikidata.org/entity/Q2251728>,"""Schulz & Schlichting""@de"
<http://www.wikidata.org/entity/Q2251728>,"""Schulz & Schlichting""@de"
<http://www.wikidata.org/entity/Q1028888>,"""Schulz-Knaudt""@de"
<http://www.wikidata.org/entity/Q1028888>,"""Schulz-Knaudt""@de"
<http://www.wikidata.org/entity/Q2251723>,"""Schulz-Kirchner Verlag""@de"
<http://www.wikidata.org/entity/Q17591845>,"""Schulwerkstatt-Verlag""@de"
<http://www.wikidata.org/entity/Q2251653>,"""Schultze & Braun""@de"
<http://www.wikidata.org/entity/Q84495259>,"""Schulte-Ufer""@de"
<http://www.wikidata.org/entity/Q1319143>,"""Schulte Fleisch- und Wurstwaren""@de"
<http://www.wikidata.org/entity/Q111020292>,"""Schulte & Dieckhoff""@de"
<http://www.wikidata.org/entity/Q2251525>,"""Schulte & Bruns Werft""@de"
<http://www.wikidata.org/entity/Q2251523>,"""Schulte & Bruns""@de"
<http://www.wikidata.org/entity/Q15846958>,"""Schüller Möbelwerk""@de"
<http://www.wikidata.org/entity/Q44652774>,"""Schuller""@de"
<http://www.wikidata.org/entity/Q2259750>,"""Schülke & Mayr""@de"
<http://www.wikidata.org/entity/Q2251274>,"""Schulitz Architekten""@de"
<http://www.wikidata.org/entity/Q111899382>,"""Schuler GmbH & Co.""@de"
<http://www.wikidata.org/entity/Q2251127>,"""Schuler""@de"
<http://www.wikidata.org/entity/Q2251127>,"""Schuler""@de"
<http://www.wikidata.org/entity/Q107059748>,"""Schüle-Hohenlohe""@de"
<http://www.wikidata.org/entity/Q1421597>,"""Schulbuchverlag Anadolu""@de"
<http://www.wikidata.org/entity/Q1421597>,"""Schulbuchverlag Anadolu""@de"
<http://www.wikidata.org/entity/Q2250686>,"""SchuhWerkMedia""@de"
<http://www.wikidata.org/entity/Q66133314>,"""Schuh-Mann""@de"
<http://www.wikidata.org/entity/Q66133314>,"""Schuh-Mann""@de"
<http://www.wikidata.org/entity/Q66009415>,"""Schuhkay""@de"
<http://www.wikidata.org/entity/Q66009415>,"""Schuhkay""@de"
<http://www.wikidata.org/entity/Q66009415>,"""Schuhkay""@de"
<http://www.wikidata.org/entity/Q1668540>,"""Schuhhof""@de"
<http://www.wikidata.org/entity/Q26794796>,"""Schuhhaus Werdich""@de"
<http://www.wikidata.org/entity/Q139585>,"""Schuhhaus Klauser GmbH & Co. KG""@de"
<http://www.wikidata.org/entity/Q107017339>,"""Schuhfabrik Herz""@de"
<http://www.wikidata.org/entity/Q107017339>,"""Schuhfabrik Herz""@de"
<http://www.wikidata.org/entity/Q1298387>,"""Schuhfabrik Hassia Gebr. Liebmann""@de"
<http://www.wikidata.org/entity/Q107138090>,"""Schuhfabrik Eugen Wallerstein""@de"
<http://www.wikidata.org/entity/Q2250672>,"""Schufa""@de"
<http://www.wikidata.org/entity/Q2259662>,"""Schüco""@de"
<http://www.wikidata.org/entity/Q2259662>,"""Schüco""@de"
<http://www.wikidata.org/entity/Q464789>,"""Schuco""@de"
<http://www.wikidata.org/entity/Q2250655>,"""Schuckert & Co.""@de"
<http://www.wikidata.org/entity/Q67172027>,"""Schüchtermann & Kremer-Baum Aktiengesellschaft für Aufbereitung""@de"
<http://www.wikidata.org/entity/Q18289363>,"""Schüchtermann-Klinik""@de"
<http://www.wikidata.org/entity/Q16294564>,"""Schubert & Salzer Firmengruppe""@de"
<http://www.wikidata.org/entity/Q461199>,"""Schuberth GmbH""@de"
<http://www.wikidata.org/entity/Q461199>,"""Schuberth GmbH""@de"
<http://www.wikidata.org/entity/Q2250131>,"""Schroth Safety Products""@de"
<http://www.wikidata.org/entity/Q2250131>,"""Schroth Safety Products""@de"
<http://www.wikidata.org/entity/Q23929035>,"""Schropp Land & Karte""@de"
<http://www.wikidata.org/entity/Q1414523>,"""Schroff GmbH""@de"
<http://www.wikidata.org/entity/Q106042337>,"""Schroeder fire balloons""@de"
<http://www.wikidata.org/entity/Q17591836>,"""Schroedel Verlag""@de"
<http://www.wikidata.org/entity/Q17591836>,"""Schroedel Verlag""@de"
<http://www.wikidata.org/entity/Q2250359>,"""Schröder-Bank""@de"
<http://www.wikidata.org/entity/Q19964646>,"""Schrobenhausener Bank""@de"
<http://www.wikidata.org/entity/Q7432883>,"""Schriftguss AG""@de"
<http://www.wikidata.org/entity/Q107465290>,"""Schriftgießerei Flinsch""@de"
<http://www.wikidata.org/entity/Q15700171>,"""Schreiterer & Below""@de"
<http://www.wikidata.org/entity/Q15846710>,"""Schreiner Group""@de"
<http://www.wikidata.org/entity/Q2249692>,"""Schreibmayr""@de"
<http://www.wikidata.org/entity/Q113376432>,"""Schreibgerätewerk Wernigerode""@de"
<http://www.wikidata.org/entity/Q2249646>,"""Schreiber & Leser""@de"
<http://www.wikidata.org/entity/Q2249646>,"""Schreiber & Leser""@de"
<http://www.wikidata.org/entity/Q111602727>,"""SchreiberGrimm""@de"
<http://www.wikidata.org/entity/Q2249467>,"""Schrauben- und Flanschenfabrik Emil Helfferich Nachfolger""@de"
<http://www.wikidata.org/entity/Q107177351>,"""Schraplauer Kalkwerke""@de"
<http://www.wikidata.org/entity/Q107170713>,"""Schramm Lack- und Farbenfabriken""@de"
<http://www.wikidata.org/entity/Q107170713>,"""Schramm Lack- und Farbenfabriken""@de"
<http://www.wikidata.org/entity/Q15846703>,"""Schramm Group""@de"
<http://www.wikidata.org/entity/Q55344655>,"""Schramm Film Koerner & Weber""@de"
<http://www.wikidata.org/entity/Q55344655>,"""Schramm Film Koerner & Weber""@de"
<http://www.wikidata.org/entity/Q1546795>,"""Schrage Reisen""@de"
<http://www.wikidata.org/entity/Q2249155>,"""Schott Solar""@de"
<http://www.wikidata.org/entity/Q2249144>,"""Schott-Rohrglas""@de"
<http://www.wikidata.org/entity/Q2249144>,"""Schott-Rohrglas""@de"
<http://www.wikidata.org/entity/Q2249159>,"""Schottel""@de"
<http://www.wikidata.org/entity/Q565558>,"""Schott AG""@de"
<http://www.wikidata.org/entity/Q55075617>,"""Schorschbräu""@de"
<http://www.wikidata.org/entity/Q1301938>,"""Schörghuber Unternehmensgruppe""@de"
<http://www.wikidata.org/entity/Q107102926>,"""Schorch-Werke""@de"
<http://www.wikidata.org/entity/Q16294560>,"""Schoppe & Faeser""@de"
<http://www.wikidata.org/entity/Q2259387>,"""Schönnagel""@de"
<http://www.wikidata.org/entity/Q21036294>,"""Schön Klinik Neustadt""@de"
<http://www.wikidata.org/entity/Q2258661>,"""Schön Klinik""@de"
<http://www.wikidata.org/entity/Q1769612>,"""Schöning-Verlag""@de"
<http://www.wikidata.org/entity/Q1769612>,"""Schöning-Verlag""@de"
<http://www.wikidata.org/entity/Q18630642>,"""Schöningh Verlag""@de"
<http://www.wikidata.org/entity/Q2248741>,"""Schongerfilm""@de"
<http://www.wikidata.org/entity/Q2259010>,"""Schöneberger Schlossbrauerei""@de"
<http://www.wikidata.org/entity/Q2258867>,"""Schönbuch Braumanufaktur""@de"
<http://www.wikidata.org/entity/Q2258867>,"""Schönbuch Braumanufaktur""@de"
<http://www.wikidata.org/entity/Q884368>,"""SCHÖMA""@de"
<http://www.wikidata.org/entity/Q2248688>,"""Scholz Recycling GmbH""@de"
<http://www.wikidata.org/entity/Q2248698>,"""Scholz & Friends""@de"
<http://www.wikidata.org/entity/Q2248698>,"""Scholz & Friends""@de"
<http://www.wikidata.org/entity/Q2248698>,"""Scholz & Friends""@de"
<http://www.wikidata.org/entity/Q2248698>,"""Scholz & Friends""@de"
<http://www.wikidata.org/entity/Q20160370>,"""Scholpp""@de"
<http://www.wikidata.org/entity/Q15846933>,"""Schölly Fiberoptic""@de"
<http://www.wikidata.org/entity/Q2248667>,"""Schollglas""@de"
<http://www.wikidata.org/entity/Q111021771>,"""Schöller Lebensmittel GmbH & Co. KG""@de"
<http://www.wikidata.org/entity/Q819680>,"""Schokoladenwerk Berggold""@de"
<http://www.wikidata.org/entity/Q819680>,"""Schokoladenwerk Berggold""@de"
<http://www.wikidata.org/entity/Q290427>,"""Schokinag-Schokolade-Industrie""@de"
<http://www.wikidata.org/entity/Q2258589>,"""Schöffling & Co.""@de"
<http://www.wikidata.org/entity/Q2258589>,"""Schöffling & Co.""@de"
<http://www.wikidata.org/entity/Q1518935>,"""Schöffel""@de"
<http://www.wikidata.org/entity/Q138363>,"""Schoeps""@de"
<http://www.wikidata.org/entity/Q50407954>,"""Schoen + sandt machinery""@de"
<http://www.wikidata.org/entity/Q2248516>,"""Schoellershammer""@de"
<http://www.wikidata.org/entity/Q1521690>,"""Schöck Gruppe""@de"
<http://www.wikidata.org/entity/Q1521690>,"""Schöck Gruppe""@de"
<http://www.wikidata.org/entity/Q45786610>,"""Schnigge Wertpapierhandelsbank""@de"
<http://www.wikidata.org/entity/Q45786610>,"""Schnigge Wertpapierhandelsbank""@de"
<http://www.wikidata.org/entity/Q17148659>,"""Schnellecke Logistics""@de"
<http://www.wikidata.org/entity/Q1262891>,"""Schneider Verlag""@de"
<http://www.wikidata.org/entity/Q1262891>,"""Schneider Verlag""@de"
<http://www.wikidata.org/entity/Q1487036>,"""Schneider + Schumacher""@de"
<http://www.wikidata.org/entity/Q1722637>,"""Schneider Schreibgeräte""@de"
<http://www.wikidata.org/entity/Q1546957>,"""Schneider Electric Motion Deutschland""@de"
<http://www.wikidata.org/entity/Q15846644>,"""Schneider Bräu""@de"
<http://www.wikidata.org/entity/Q2247551>,"""Schneider""@de"
<http://www.wikidata.org/entity/Q2247551>,"""Schneider""@de"
<http://www.wikidata.org/entity/Q77723007>,"""Schneekluth Verlag""@de"
<http://www.wikidata.org/entity/Q77723007>,"""Schneekluth Verlag""@de"
<http://www.wikidata.org/entity/Q78163739>,"""Schneekluth Hydrodynamik Entwicklungs- und Vetriebesges. mbH""@de"
<http://www.wikidata.org/entity/Q19397418>,"""Schmorl & von Seefeld""@de"
<http://www.wikidata.org/entity/Q32945258>,"""Schmolke Carbon""@de"
<http://www.wikidata.org/entity/Q2246566>,"""Schmitz-Werke""@de"
<http://www.wikidata.org/entity/Q320000>,"""Schmitz Cargobull""@de"
<http://www.wikidata.org/entity/Q320000>,"""Schmitz Cargobull""@de"
<http://www.wikidata.org/entity/Q1588420>,"""SchmitterGroup""@de"
<http://www.wikidata.org/entity/Q1588420>,"""SchmitterGroup""@de"
<http://www.wikidata.org/entity/Q2246436>,"""Schmiedewerke Gröditz""@de"
<http://www.wikidata.org/entity/Q21036384>,"""Schmiedetechnik Plettenberg""@de"
<http://www.wikidata.org/entity/Q113360719>,"""Schmidtz Katze Filmkollektiv""@de"
<http://www.wikidata.org/entity/Q111442418>,"""Schmidt TECHNOPLAST""@de"
<http://www.wikidata.org/entity/Q882160>,"""Schmidt Spiele""@de"
<http://www.wikidata.org/entity/Q882160>,"""Schmidt Spiele""@de"
<http://www.wikidata.org/entity/Q882160>,"""Schmidt Spiele""@de"
<http://www.wikidata.org/entity/Q1645513>,"""Schmidt-Römhild""@de"
<http://www.wikidata.org/entity/Q1645513>,"""Schmidt-Römhild""@de"
<http://www.wikidata.org/entity/Q110872516>,"""Schmidt & Römer""@de"
<http://www.wikidata.org/entity/Q110872516>,"""Schmidt & Römer""@de"
<http://www.wikidata.org/entity/Q110872516>,"""Schmidt & Römer""@de"
<http://www.wikidata.org/entity/Q1666394>,"""Schmidt + Koch""@de"
<http://www.wikidata.org/entity/Q2799881>,"""Schmidt-Gruppe (Spielautomaten)""@de"
<http://www.wikidata.org/entity/Q326863>,"""Schmidt & Bender""@de"
<http://www.wikidata.org/entity/Q2246303>,"""Schmidtbank""@de"
<http://www.wikidata.org/entity/Q1719431>,"""Schmid Handels""@de"
<http://www.wikidata.org/entity/Q1392401>,"""Schmid Group""@de"
<http://www.wikidata.org/entity/Q15846601>,"""Schmetterling Verlag""@de"
<http://www.wikidata.org/entity/Q15846601>,"""Schmetterling Verlag""@de"
<http://www.wikidata.org/entity/Q2246075>,"""Schmersal""@de"
<http://www.wikidata.org/entity/Q16006240>,"""Schmelzle+Partner""@de"
<http://www.wikidata.org/entity/Q1756023>,"""Schmalbach-Lubeca""@de"
<http://www.wikidata.org/entity/Q47512903>,"""Schlüterbrotfabrik""@de"
<http://www.wikidata.org/entity/Q47512903>,"""Schlüterbrotfabrik""@de"
<http://www.wikidata.org/entity/Q75173594>,"""Schlüsselwiese SOLAWI""@de"
<http://www.wikidata.org/entity/Q106814156>,"""Schlünß Eisenbahn Logistik""@de"
<http://www.wikidata.org/entity/Q1473803>,"""Schlund+Partner""@de"
<http://www.wikidata.org/entity/Q1473803>,"""Schlund+Partner""@de"
<http://www.wikidata.org/entity/Q2244959>,"""Schluchseewerk""@de"
<http://www.wikidata.org/entity/Q2244758>,"""Schlott gruppe""@de"
<http://www.wikidata.org/entity/Q2244736>,"""Schlosswerft""@de"
<http://www.wikidata.org/entity/Q75190875>,"""Schloss Tempelhof e.G.""@de"
<http://www.wikidata.org/entity/Q55397573>,"""Schloss-Quelle Mellis GmbH""@de"
<http://www.wikidata.org/entity/Q18027734>,"""Schlosskellerei Affaltrach Dr. Reinhold Baumann""@de"
<http://www.wikidata.org/entity/Q18027734>,"""Schlosskellerei Affaltrach Dr. Reinhold Baumann""@de"
<http://www.wikidata.org/entity/Q107088224>,"""Schloßgartenbau""@de"
<http://www.wikidata.org/entity/Q21036460>,"""Schloss Einsiedel""@de"
<http://www.wikidata.org/entity/Q17748178>,"""Schlossbrauerei zu Sandersdorf""@de"
<http://www.wikidata.org/entity/Q116907940>,"""Schlossbrauerei Stelzer""@de"
<http://www.wikidata.org/entity/Q116907940>,"""Schlossbrauerei Stelzer""@de"
<http://www.wikidata.org/entity/Q1487794>,"""Schloßbrauerei Schwarzbach""@de"
<http://www.wikidata.org/entity/Q1487794>,"""Schloßbrauerei Schwarzbach""@de"
<http://www.wikidata.org/entity/Q2244896>,"""Schlossbrauerei Rheder""@de"
<http://www.wikidata.org/entity/Q2244899>,"""Schloßbrauerei Reuth""@de"
<http://www.wikidata.org/entity/Q18027733>,"""Schlossbrauerei Naabeck""@de"
<http://www.wikidata.org/entity/Q54826172>,"""Schlossbrauerei Maxlrain""@de"
<http://www.wikidata.org/entity/Q111846064>,"""Schlossbrauerei Hohenlimburg""@de"
<http://www.wikidata.org/entity/Q111846064>,"""Schlossbrauerei Hohenlimburg""@de"
<http://www.wikidata.org/entity/Q2244456>,"""Schlossbrauerei Hirschau""@de"
<http://www.wikidata.org/entity/Q2244449>,"""Schlossbrauerei Herrngiersdorf""@de"
<http://www.wikidata.org/entity/Q80586661>,"""Schlossbrauerei Fuchsberg""@de"
<http://www.wikidata.org/entity/Q13376839>,"""Schlossbrauerei Ellingen""@de"
<http://www.wikidata.org/entity/Q1423821>,"""Schlossbrauerei Eichhofen""@de"
<http://www.wikidata.org/entity/Q107059719>,"""Schloß-Brauerei Chemnitz""@de"
<http://www.wikidata.org/entity/Q107103062>,"""Schloemann""@de"
<http://www.wikidata.org/entity/Q15127535>,"""Schlitzer Destillerie""@de"
<http://www.wikidata.org/entity/Q48180439>,"""Schlingmann""@de"
<http://www.wikidata.org/entity/Q2239737>,"""Schlierseeschifffahrt""@de"
<http://www.wikidata.org/entity/Q104879071>,"""Schlieper & Baum""@de"
<http://www.wikidata.org/entity/Q60568145>,"""Schlienz Omnibus""@de"
<http://www.wikidata.org/entity/Q1268175>,"""Schlienz""@de"
<http://www.wikidata.org/entity/Q1268175>,"""Schlienz""@de"
<http://www.wikidata.org/entity/Q2239672>,"""Schlieker-Werft""@de"
<http://www.wikidata.org/entity/Q2239672>,"""Schlieker-Werft""@de"
<http://www.wikidata.org/entity/Q2239612>,"""Schlichting-Werft""@de"
<http://www.wikidata.org/entity/Q54980676>,"""Schlettwein""@de"
<http://www.wikidata.org/entity/Q2239369>,"""Schletter""@de"
<http://www.wikidata.org/entity/Q2239261>,"""Schleswig-Holstein Netz""@de"
<http://www.wikidata.org/entity/Q776404>,"""Schleswig-Holsteinisches Landestheater und Sinfonieorchester""@de"
<http://www.wikidata.org/entity/Q2239306>,"""Schleswig-Holsteinischer Zeitungsverlag""@de"
<http://www.wikidata.org/entity/Q22977411>,"""Schleswiger Nachrichten""@de"
<http://www.wikidata.org/entity/Q107088265>,"""Schleswag""@de"
<http://www.wikidata.org/entity/Q107138723>,"""Schlesisch-Kölnische Lebensversicherungsbank""@de"
<http://www.wikidata.org/entity/Q59445744>,"""Schlesische Dampfer-Compagnie - Berliner Lloyd""@de"
<http://www.wikidata.org/entity/Q2239072>,"""Schlepp- und Fährgesellschaft Kiel""@de"
<http://www.wikidata.org/entity/Q2239103>,"""Schlepperwerk Nordhausen""@de"
<http://www.wikidata.org/entity/Q566990>,"""Schlenkerla""@de"
<http://www.wikidata.org/entity/Q2238898>,"""Schleifring und Apparatebau""@de"
<http://www.wikidata.org/entity/Q2238716>,"""Schleicher Electronic""@de"
<http://www.wikidata.org/entity/Q702845>,"""Schleich""@de"
<http://www.wikidata.org/entity/Q702845>,"""Schleich""@de"
<http://www.wikidata.org/entity/Q2238648>,"""Schlegel-Scharpenseel-Brauerei""@de"
<http://www.wikidata.org/entity/Q680145>,"""Schlecker""@de"
<http://www.wikidata.org/entity/Q325302>,"""Schlaich Bergermann Partner""@de"
<http://www.wikidata.org/entity/Q325302>,"""Schlaich Bergermann Partner""@de"
<http://www.wikidata.org/entity/Q2237843>,"""Schlachthof Leipzig""@de"
<http://www.wikidata.org/entity/Q42308633>,"""Schirrmacher Moden GmbH""@de"
<http://www.wikidata.org/entity/Q42308633>,"""Schirrmacher Moden GmbH""@de"
<http://www.wikidata.org/entity/Q2236395>,"""Schirner Verlag""@de"
<http://www.wikidata.org/entity/Q2236395>,"""Schirner Verlag""@de"
<http://www.wikidata.org/entity/Q1647254>,"""Schirmer/Mosel Verlag""@de"
<http://www.wikidata.org/entity/Q2236342>,"""Schirmer Kaffee""@de"
<http://www.wikidata.org/entity/Q2236342>,"""Schirmer Kaffee""@de"
<http://www.wikidata.org/entity/Q111522975>,"""Schimscha GmbH""@de"
<http://www.wikidata.org/entity/Q111442391>,"""Schimmel Filtertechnik""@de"
<http://www.wikidata.org/entity/Q2235962>,"""Schimmel & Co.""@de"
<http://www.wikidata.org/entity/Q111817751>,"""Schill+Seilacher""@de"
<http://www.wikidata.org/entity/Q15844318>,"""Schill Malz""@de"
<http://www.wikidata.org/entity/Q2235853>,"""Schilling & Graebner""@de"
<http://www.wikidata.org/entity/Q1438697>,"""Schilgen""@de"
<http://www.wikidata.org/entity/Q110699553>,"""Schildt-Modell-Kleidung""@de"
<http://www.wikidata.org/entity/Q1768259>,"""Schildkröt""@de"
<http://www.wikidata.org/entity/Q111025910>,"""Schildknecht""@de"
<http://www.wikidata.org/entity/Q2235471>,"""Schilde AG""@de"
<http://www.wikidata.org/entity/Q2235355>,"""Schiffswerft von Henry Koch""@de"
<http://www.wikidata.org/entity/Q2235350>,"""Schiffswerft von Cölln""@de"
<http://www.wikidata.org/entity/Q1645683>,"""Schiffswerft Übigau""@de"
<http://www.wikidata.org/entity/Q14548994>,"""Schiffswerft Schmidt""@de"
